1.0105968512512324e-01,9.9550666838877408e-02,8.3213182796495783e-02
1.1289193845182760e-01,1.0699398845157965e-01,1.2997401153104662e-01
9.7393065669080445e-02,1.1193193687259551e-01,1.2705038852059475e-01
1.0107852669678231e-01,9.5861741886899374e-02,1.0511773579697588e-01
1.1265813098965828e-01,1.1707989579351229e-01,1.2186507641661379e-01
9.9060154956727015e-02,1.1281740118117133e-01,1.3746131192599109e-01
1.0600092474229640e-01,9.8745487910963867e-02,1.1409803570198161e-01
1.0652503155936328e-01,9.3026348827149774e-02,1.1027880115449751e-01
1.1349368536834227e-01,1.2319657083849206e-01,9.0772082098989973e-02
1.1111255513232179e-01,1.1207133693082028e-01,1.1260292641372123e-01
1.0872682153664938e-01,1.0672459326732500e-01,1.1587387952704455e-01
9.9133637252510759e-02,9.8586467179910570e-02,1.1854308767283074e-01
1.1960104428995164e-01,9.9477418058180361e-02,1.0985696129191382e-01
1.1903025856972881e-01,1.0078624002913733e-01,1.4390218943856614e-01
9.6417271691801767e-02,1.0099551408587852e-01,1.2442558635211540e-01
1.1128871696580098e-01,1.0728797521956689e-01,1.2747891510636228e-01
1.0079063312032625e-01,1.1102470272687438e-01,1.1517742946145543e-01
9.6733886760236226e-02,1.0788848153610880e-01,1.2283940251751266e-01
9.8871611243114485e-02,1.1404283795073857e-01,1.1805695269294532e-01
1.0465432464634947e-01,1.0908550011990030e-01,1.1759948913449468e-01
1.1898303694213840e-01,9.5633648009416816e-02,1.1524604736338799e-01
1.0405295718301061e-01,1.0990083564316976e-01,1.1342901137157280e-01
1.0884595065347767e-01,1.0854593171229961e-01,9.9403749458323518e-02
1.0848936517680123e-01,1.1013348906982824e-01,1.1993142992155605e-01
1.0495973749114246e-01,1.0484362536906988e-01,1.2479585657964629e-01
1.0329340555844800e-01,1.0821349365540149e-01,1.0654352065177304e-01
1.0875030486524580e-01,1.1210377757759847e-01,9.9079006603770434e-02
1.1855657194943051e-01,9.7735415503866871e-02,1.2097161582683887e-01
