2.8215947283441200e-03,3.3012278605436250e-03,2.6841022702142128e-03
2.8479773066924525e-03,2.5544186961194062e-03,3.7416108947592695e-03
3.2562215030949152e-03,3.7786906461371021e-03,3.9755394441649983e-03
2.7834821474369605e-03,3.3138252914563923e-03,3.4757239814393365e-03
2.3524449383394179e-03,3.1806545106840096e-03,2.8708694736625040e-03
3.1932659056079569e-03,3.0053915785727800e-03,4.5353093630504078e-03
2.9943950659607811e-03,3.0276087573898550e-03,2.9403046515678577e-03
3.0468935495569388e-03,2.8815638426312289e-03,3.6017316689905101e-03
2.5937043683073374e-03,3.2454565344986574e-03,2.1669848632583774e-03
2.8054558896940958e-03,2.7598011055570758e-03,1.8611029329650241e-03
2.5537676333721605e-03,2.7863695467237005e-03,2.6534350054921657e-03
2.4741446393363896e-03,2.7489518517215942e-03,3.0378703945836130e-03
2.8529408790120819e-03,2.9848763887007075e-03,3.1721604061170704e-03
2.2957111583709593e-03,3.1509098963735075e-03,2.4233880455853374e-03
2.7061254640455426e-03,3.1346463517393252e-03,2.1835715164450669e-03
2.9414358077869433e-03,3.1461343036798648e-03,2.1998098102027556e-03
2.2677185538523600e-03,3.1275768755373292e-03,2.9742776308233150e-03
2.6508335450545345e-03,2.6942202934662571e-03,2.0805447015155346e-03
2.6411181093515348e-03,2.9091700770907348e-03,3.8582829836986930e-03
3.1779386358215282e-03,4.4162727418219656e-03,2.5410512270452280e-03
3.2383659368034608e-03,3.4224031563802018e-03,2.0520278140609533e-03
2.7732054968881252e-03,2.0257977354187573e-03,1.9083109568256435e-03
2.9114608296969833e-03,3.0819604937513839e-03,2.6114397894428042e-03
3.1997346040265958e-03,2.4802762159314177e-03,2.2348869625838288e-03
2.9289279704875835e-03,2.9125860540857385e-03,2.5065415878839921e-03
2.6102069941728967e-03,3.1022901183002656e-03,2.3926962480019078e-03
2.4645888346295258e-03,3.3174781623909132e-03,2.6278774182722864e-03
3.0486224229120920e-03,2.9004954689366815e-03,2.0173857420190087e-03
2.1701564543404181e-03,3.6100517105385897e-03,2.2351584339626307e-03
2.7880878692106378e-03,3.2294893928037985e-03,1.8329963917851190e-03
3.2239041006991483e-03,2.6954024319020696e-03,2.1989094662622456e-03
2.5229603866503297e-03,2.8766905671841242e-03,3.0102414334804602e-03
2.8584914056627121e-03,2.6301726328838860e-03,1.9230129452690165e-03
3.1257701134631594e-03,2.5020002793742645e-03,2.4411669234014554e-03
2.1189374831113365e-03,2.4726736620408764e-03,1.9034727436870859e-03
3.3879576544257784e-03,2.5584783003677141e-03,2.1050579648056399e-03
2.7385804884442703e-03,2.2980746878403136e-03,2.1681870338044985e-03
2.9113097261105779e-03,2.6249111540398167e-03,3.0406820562915897e-03
3.4000848835864638e-03,2.7195914933103656e-03,2.1468976623766037e-03
2.6918455036342485e-03,3.2205877749223828e-03,1.3851392164147128e-03
1.9635084277310768e-03,2.2066476596405761e-03,2.5544746415686417e-03
3.2408176628873878e-03,3.0470603112029782e-03,1.4466236531434048e-03
2.8258363644992159e-03,2.9516642129689520e-03,2.8908046636207728e-03
2.1403092419570000e-03,1.9172277937012973e-03,1.4792411391086821e-03
1.7381554326170142e-03,2.0183697343495095e-03,1.4780869511618741e-03
1.9588726347009510e-03,2.9573519947235518e-03,1.6916300592313774e-03
2.6567273600764832e-03,2.8285708305202779e-03,1.8470586631771735e-03
2.6991214043357572e-03,2.2576751119107986e-03,1.4848832301519422e-03
2.5063170780431510e-03,2.3272574290206195e-03,1.9398759473689643e-03
2.4857176129228884e-03,2.4398919638958690e-03,2.1101014049672677e-03
2.6000782839375939e-03,3.1813844512944100e-03,1.2011703123683158e-03
2.1787019918508652e-03,2.4814773625842453e-03,1.8756087998055353e-03
2.5220074793457729e-03,2.5484094777224035e-03,2.2740869407486854e-03
2.5472268954330516e-03,1.9401003827668763e-03,2.3089674569996715e-03
2.4954430522416871e-03,2.6312531838743516e-03,1.9634933664789793e-03
2.7032488238895890e-03,2.2991533277497782e-03,2.3760828634242230e-03
2.3096299143696790e-03,2.7819600803463780e-03,1.9297075843335266e-03
1.9525584362203178e-03,2.8270298309490426e-03,2.8436394128946922e-03
2.1475504319880046e-03,2.9529736496236463e-03,1.3683554601886169e-03
2.3428679638616383e-03,3.2688765246775202e-03,3.1330427490831618e-03
2.6762553479880219e-03,2.1811337411667278e-03,1.5250525567865963e-03
2.1494053782247207e-03,2.7613494873667144e-03,1.8746224784353227e-03
2.5776689154084305e-03,2.8306176889328545e-03,1.9296235289780941e-03
1.8077051155421452e-03,2.0790299394428582e-03,1.9016112228133141e-03
2.8356109167316577e-03,2.2243019194337012e-03,2.9662283023878990e-03
2.1858482370643289e-03,2.4588203986584743e-03,1.4001013667486182e-03
2.3486689647559179e-03,2.7253138862320192e-03,2.3581133104239255e-03
2.7005751535519639e-03,2.8235420614747698e-03,1.5405348253371039e-03
1.8582999930254922e-03,3.0359275474690743e-03,2.7562965388855110e-03
1.9615049644884446e-03,2.4549559810196908e-03,1.6985430725135115e-03
1.9505023995985520e-03,2.8684111760672345e-03,2.7034600537570439e-03
2.9622793838045679e-03,2.8016075252150392e-03,3.1374771812905009e-03
3.0543673176873952e-03,2.7298620531982817e-03,1.8634653039792750e-03
2.1122605951543333e-03,2.1085905301282885e-03,2.4734666747644111e-03
2.1761565472050407e-03,2.6583504849265081e-03,2.1527511863882252e-03
1.7539688178383132e-03,2.6870118884938900e-03,2.1872521570281975e-03
2.4568418602584304e-03,3.0482441817512086e-03,1.9490121047414798e-03
2.1227531320474773e-03,2.9829512672954277e-03,2.2869041157163937e-03
2.1405322951346859e-03,2.1630220469089916e-03,1.7916419851538806e-03
1.8637922794362239e-03,2.5384383298530109e-03,1.3869145928545816e-03
1.9634611507734203e-03,3.0637647624538345e-03,2.2296069766615336e-03
1.9012022161326158e-03,1.9986122440331013e-03,1.4832319433603790e-03
2.4494056522280745e-03,1.8464085989341851e-03,1.5043874674668957e-03
1.8998790790499393e-03,2.3901442930239856e-03,1.0869912820622759e-03
1.4284137032779811e-03,1.7232339063690048e-03,1.2634511133156061e-03
1.9630993756999684e-03,2.2264021150026807e-03,1.3057553261371711e-03
1.8237355941695390e-03,2.0748748988162397e-03,1.4972548860590251e-03
1.9396780140775204e-03,2.5812056121779334e-03,7.5664653783768317e-04
1.8167462186681400e-03,1.8977399580862311e-03,2.6214950482225450e-03
2.2404691869286281e-03,1.7597057175917858e-03,2.4629881279194530e-03
1.9186082347078552e-03,1.7230225879894356e-03,1.3913511220974772e-03
1.6269721766534290e-03,1.4479392698309244e-03,2.6831842516537824e-03
1.5748635280123712e-03,1.6856562928082165e-03,2.0051912236742292e-03
2.7364016657411274e-03,1.9979035362685943e-03,2.3488479372494684e-03
2.3728365980402225e-03,2.4616913285228524e-03,1.6969958154115711e-03
1.4914258601325175e-03,2.0706747565942050e-03,2.0707010993328487e-03
1.9019978599227700e-03,1.4986548105302968e-03,1.6798733541930609e-03
1.3317440886579522e-03,2.3558604953105365e-03,2.0325816149922497e-03
1.5339372763180843e-03,2.1810522067637079e-03,1.8410719675414963e-03
2.3533591250023164e-03,2.3116053200917556e-03,9.8439543907957662e-04
1.7975799370238891e-03,1.4663755215738104e-03,1.2169394132295923e-03
2.3898912643261446e-03,1.3354303151898517e-03,1.8417823161786513e-03
1.8604116978528319e-03,2.0154567474028272e-03,1.2384498460103997e-03
2.6518193253384482e-03,2.3483469665498717e-03,2.0951092719556021e-03
1.9398979749603354e-03,1.7804880334597601e-03,1.0367559247308835e-03
2.0995682053886384e-03,2.2056219781494443e-03,2.1546750863882520e-03
