-7.8378457344689681e-06,1.0000000000000000e+00,0.0000000000000000e+00,nan
5.3991378440985579e-05,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713799345e+00
1.2093975383676566e-04,1.0000000000000000e+01,0.0000000000000000e+00,nan
2.5283923337233419e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319591357e+00
2.9349437612325000e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319585979e+00
3.0924737736385107e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319583932e+00
3.3180456613816911e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322274466e+00
3.4134544215400802e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322275159e+00
3.4164210092823421e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322275186e+00
3.4989033262031844e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713793403e+00
3.8021443229177245e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319574615e+00
3.8757848650287869e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319573673e+00
4.0622774508013046e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319571258e+00
4.1113227719359380e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713792164e+00
4.3366045137795963e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319567754e+00
4.4621315178477962e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319566097e+00
4.5088140147852494e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713791396e+00
4.5715248749717121e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319564734e+00
4.6271081781517926e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322283970e+00
4.6929820758249508e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713791040e+00
4.7566199831556232e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322284916e+00
4.7785932690021932e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319561954e+00
4.9253158834788782e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319560084e+00
4.9971923940048547e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322286665e+00
5.0791533224113820e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713790205e+00
5.2051025535114470e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713789970e+00
5.4652918557231177e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319553210e+00
5.4665015566421023e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319553143e+00
5.5146897083999016e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322290351e+00
5.5839346997471379e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319551607e+00
5.6291691148793938e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713789157e+00
5.6454008489493720e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319550927e+00
5.6837546246681428e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322291590e+00
5.7072053943222321e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322291750e+00
5.7431050387482497e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319549608e+00
5.7946726263937473e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713788811e+00
5.8632605762988304e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322292878e+00
5.8766912279745078e-04,1.0000000000000000e+01,0.0000000000000000e+00,nan
5.8833378568776725e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713788633e+00
5.9722602027937775e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319546517e+00
5.9904768617363084e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322293802e+00
6.0110845137604986e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713788327e+00
6.0260033949085981e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322294059e+00
6.0600238463050314e-04,1.0000000000000000e+00,1.0000000000000000e+00,2.8296533319545447e+00
6.0810816353072314e-04,1.0000000000000000e+00,0.0000000000000000e+00,3.2102352713788229e+00
6.0891117163815070e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322294521e+00
6.0972845260021439e-04,1.0000000000000000e+00,2.0000000000000000e+00,3.7141098322294583e+00
